Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.11239459213663	0.00519137623906834	0.00267052255069496
ctrx_quarter_normalizado_min3	0.0644188281317982	0.0058864763596323	0.00312714039615057
ctrx_quarter	0.0345550877610887	0.0044719897087591	0.00294726063884988
mfinanciamiento_total_rank	0.0247352484792607	0.00340650107281917	0.00283656540358791
mconsumo_tarjeta_total_rank	0.0234542009239076	0.00398774204092605	0.00404729453926568
cpayroll_trx	0.0196043445080051	0.00379884351782708	0.00124532139669713
mpayroll_sobre_edad_rank	0.0172414853226648	0.00828485292715609	0.00288499456901502
financiamiento_total_saldo_total	0.014729684121899	0.00195677625047968	0.00177112376419148
mvolumen_total_rank	0.0142729897016199	0.00255619540034525	0.00181955292961859
mcuentas_saldo_rank	0.0139567347167713	0.00468548586297929	0.00445548321929418
ctrx_quarter_normalizado_max3	0.0115236642658432	0.00198958885250653	0.0017642053119876
mpayroll_rank	0.00949530190912382	0.00680198901217032	0.00248372434119039
foto_mes	0.00934412271221857	0.0123065216942921	0.00417874513113926
mcaja_ahorro_rank_max3	0.00913073328973124	0.00181675557801335	0.00207553566116188
mprestamos_personales_rank_ratioavg3	0.00867640122532076	0.00746162186366107	0.00229692613168582
mpasivos_margen_rank_max3	0.00778508051921314	0.0019850577781948	0.00215163863540449
ccomisiones_mantenimiento_delta3	0.00726104937561198	0.00224133681984786	0.000947827951930594
vm_status06	0.00665711959658891	0.00044861980640748	0.000152205948485205
cpayroll_trx_min3	0.00610529089581821	0.00490028650581203	0.00100317556956158
mcaja_ahorro_rank	0.00597685755892833	0.00192579242039489	0.00216547553981223
mtarjeta_visa_consumo_rank	0.00527815357080772	0.0036006871168059	0.00323091717920867
cdescubierto_preacordado_delta3	0.00526799991509716	0.00603987306625773	0.000906317238707356
mpasivos_margen_rank	0.00506984335337882	0.00176141718665637	0.00190949280826893
mprestamos_rank	0.005061379358232	0.00625399195800286	0.00132834282314361
mcomisiones_mantenimiento_rank_max3	0.00475241706617718	0.00252956861056919	0.00238686601033617
cproductos_ratioavg3	0.00468587325816568	0.00504630580964855	0.00156357019807529
ctarjeta_visa_transacciones_ratioavg3	0.00452628998205489	0.00633198884551272	0.00404729453926568
mprestamos_personales_rank	0.00432198696065036	0.00176658202300476	0.000837132716668627
mpayroll_rank_ratioavg3	0.00428498935857863	0.00581785325480411	0.00240070291474391
mprestamos_personales_rank_min3	0.00413931128147671	0.000540482464005599	0.000456617845455615
mcomisiones_otras_rank_lag3	0.00380365943077538	0.00173149465742588	0.0033001017012474
mcuentas_saldo_rank_ratioavg3	0.00354613024103818	0.0042900016089986	0.00466995523761424
mcuentas_saldo_rank_delta3	0.00341600357960604	0.00220088753266585	0.00428252191419736
mrentabilidad_annual_rank_lag3	0.0033771328366599	0.00254787796633082	0.00433095107962447
vm_status04	0.00334841994894595	0.00112190194666569	0.000366677966805266
cdescubierto_preacordado_min3	0.00317824119991444	0.00103493375958339	0.000581149985125328
cpayroll_trx_avg3	0.00316490946475133	0.00213127658442499	0.000927072595318975
ctrx_quarter_normalizado_ratioavg3	0.00314257671201723	0.00281603087872958	0.00424101120097412
vm_mpagominimo_rank	0.00306031889071903	0.00213023521022821	0.00178496066859922
vm_status01	0.0030087344951638	0.00100512159337919	0.00035284106239752
vm_status01_max3	0.00299380487110785	0.000863890346990938	0.000373596419009139
mrentabilidad_annual_rank_delta3	0.00298996835311576	0.00277772948478306	0.00460768916777938
mrentabilidad_annual_rank_lag2	0.00294008560282911	0.00193639564247306	0.0037082903812759
mrentabilidad_annual_rank_delta1	0.00286272614645506	0.00262343690393354	0.00439321714945932
ctrx_quarter_ratioavg3	0.00272500590593447	0.00242838982789609	0.00383282252094561
mactivos_margen_rank_ratioavg3	0.00265454089873172	0.00240573817047774	0.00492593796915754
msaldo_total_rank	0.00257842244394165	0.000878872186764395	0.00133526127534748
ctarjeta_visa_transacciones	0.00248798646156652	0.00245783965907914	0.00252523505441363
mactivos_margen_rank	0.00247089714327578	0.00345916876147639	0.00296109754325762
cdescubierto_preacordado	0.00244356777973089	0.00114221947324169	0.000525802367494344
mcaja_ahorro_rank_ratioavg3	0.00238783562898767	0.00148770526739973	0.00366677966805266
mvolumen_total_rank_delta3	0.00234778352353848	0.00158373159419214	0.00298185289986924
cliente_edad_lag3	0.00234704407940345	0.00450480690924538	0.00484983499491494
ctrx_quarter_delta3	0.0023383444779451	0.00343074969266067	0.00433095107962447
ccomisiones_mantenimiento_ratioavg3	0.00231875144414369	0.00538087138280088	0.00148746722383268
mprestamos_rank_delta3	0.0023180206678125	0.002541162387972	0.000864806525484119
numero_de_cliente	0.00228912267998378	0.00432926555483093	0.00469071059422586
mcuentas_saldo_rank_delta1	0.00226886875034971	0.0024513988681485	0.00435862488843996
mrentabilidad_annual_rank_lag1	0.00225276732485034	0.00315569160388356	0.00343155229312098
mcomisiones_rank_lag3	0.00215468090325662	0.00161890615363634	0.0029680159954615
mpasivos_margen_rank_ratioavg3	0.00213789359873672	0.00278728472974834	0.00399194692163469
mactivos_margen_rank_delta3	0.00210836338666494	0.00407846369103976	0.00449699393251742
vm_status06_delta3	0.00205947558632282	0.000464681576691395	0.000145287496281332
mrentabilidad_annual_rank_delta2	0.00205608180794521	0.00186620458088888	0.00363910585923717
mcuentas_saldo_rank_delta2	0.00205517338684334	0.00309484531931389	0.00387433323416885
mactivos_margen_rank_min3	0.00203778357919733	0.0030874263535263	0.00287807611681115
mtransferencias_recibidas_rank	0.00200641296444919	0.00253276778237561	0.0027120332639182
ccaja_ahorro	0.00196869375849966	0.00645789826090283	0.00132142437093973
mcaja_ahorro_total_rank	0.00196003455455163	0.00130899522071122	0.00175728685978373
mtransferencias_recibidas_rank_ratioavg3	0.00193853784675238	0.0020431469915639	0.00443472786268256
chomebanking_transacciones_ratioavg3	0.00193444090811946	0.00186313163089832	0.00431019572301285
mcuentas_saldo_rank_min3	0.00190489803564336	0.00347619644405877	0.00434478798403221
mdescubierto_rank	0.00188620097054274	0.0038505874467306	0.00296109754325762
vm_msaldopesos_rank	0.00187499634295106	0.00168432313001435	0.00150130412824043
mtransferencias_emitidas_rank_ratioavg3	0.0018717588068994	0.00302917236202767	0.00332085705785902
antiguedad_relativa_lag3	0.00185007528834095	0.00229114680178854	0.00392968085179984
part_dolares_total_ratioavg3	0.00184317794022964	0.00235198760357966	0.0036321874070333
Master_fechaalta_ratioavg3	0.00183775657341477	0.00198082471942681	0.00339004157989775
cliente_edad	0.0018350450202419	0.00275495903382947	0.00370137192907203
mcomisiones_mantenimiento_rank	0.00182859115521539	0.00268878755637749	0.00180571602521084
thomebanking	0.0018211721119128	0.00129720760055711	0.000684926768183422
cproductos_delta2	0.00181963782518254	0.000422798041804488	0.000366677966805266
mvolumen_total_rank_delta2	0.00180976397686822	0.00147726700031491	0.00294726063884988
mcomisiones_rank_delta3	0.00180579477954907	0.000953807089840793	0.00270511481171432
mactivos_margen_rank_delta2	0.00177138534929188	0.00401873789775089	0.00385357787755723
vm_mpagominimo_rank_lag2	0.00176118314995593	0.00126033007830447	0.00140444579738621
Master_fechaalta_lag2	0.0017474605496044	0.00251654152873521	0.00393659930400371
mfinanciamiento_total_rank_lag3	0.00172471925753117	0.00275853038607658	0.00179187912080309
mactivos_margen_rank_lag1	0.0017213091084839	0.00181843431047788	0.00281581004697629
mprestamos_personales_rank_lag1	0.00171951433810029	0.000864587838958906	0.000359759514601393
mcaja_ahorro_dolares_rank_ratioavg3	0.00171165235510528	0.00295557956060378	0.00332085705785902
cliente_antiguedad	0.00170572030799768	0.00334641441837436	0.00373596419009139
Master_fechaalta_lag1	0.00170085467468522	0.0016967443942959	0.00316173265716994
mcuenta_debitos_automaticos_rank	0.00167555657121794	0.00280840893222644	0.00140444579738621
Master_Fvencimiento_lag3	0.00167209179031078	0.0023765386016059	0.00343155229312098
mcuentas_saldo_rank_tend3	0.00166673713382363	0.00141909312812864	0.00279505469036467
Visa_fechaalta	0.00165357436426985	0.00133280386231276	0.00261517493306398
chomebanking_transacciones	0.00164493561793351	0.0033256290869834	0.00266360409849109
mactivos_margen_rank_lag2	0.00164255238540845	0.00185860008494972	0.0028642392124034
Master_Fvencimiento_max3	0.00164113398543171	0.00203217895837104	0.002940342186646
cliente_edad_lag2	0.00161794225163934	0.00316604037787334	0.00350765526736359
ctarjeta_visa_transacciones_delta3	0.00160447383566955	0.00225959924774147	0.00179879757300697
ctrx_quarter_delta1	0.00159226284089437	0.00231079643160982	0.00323783563141254
antiguedad_relativa_delta3	0.00159182941393784	0.00185342115845001	0.00352149217177133
antiguedad_relativa	0.00158443100085568	0.00243034753356596	0.00324475408361641
ccaja_seguridad	0.00158130454722907	0.00282581840485062	0.000518883915290471
ccomisiones_mantenimiento_delta2	0.00157894304085878	0.000558384974016997	0.000262901183747172
Master_mfinanciacion_limite_rank_delta3	0.00157247789002981	0.00234503549933331	0.00392276239959596
ccajas_transacciones_ratioavg3	0.0015656913955473	0.00125759104721397	0.00101009402176545
mrentabilidad_annual_rank_tend3	0.00155756964025988	0.00217557702242396	0.00279505469036467
mcaja_ahorro_rank_min3	0.00155373876552212	0.00262037055685908	0.0053202897447783
cliente_edad_avg3	0.0015420128185309	0.0038766396648965	0.00336236777108225
mprestamos_personales_rank_lag3	0.00154137420748871	0.00145987285588882	0.000671089863775676
chomebanking_transacciones_delta1	0.00152879763628818	0.00334825568869332	0.00284348385579178
Master_mlimitecompra_rank_delta2	0.00152433788558276	0.00320286201115754	0.0038881701385766
Visa_fechaalta_min3	0.00151982700810769	0.000785541795243994	0.00195100352149217
vmr_msaldopesos_ratioavg3	0.00151891874646761	0.00138410875625005	0.00277429933375305
Master_mfinanciacion_limite_rank	0.00151351793550102	0.00483308603463096	0.00307179277851959
thomebanking_ratioavg3	0.00151234081763265	0.00189492337493198	0.00134909817975523
ccajas_consultas_delta3	0.00149334133705185	0.00331674203354588	0.000574231532921455
Visa_Fvencimiento_lag3	0.00148412801707724	0.00133141895961481	0.0027120332639182
mcomisiones_mantenimiento_rank_ratioavg3	0.0014709195368245	0.00182595650578419	0.00265668564628721
vm_fechaalta_lag3	0.0014692796863097	0.00152175650574193	0.00251139815000588
mtransferencias_recibidas_rank_avg3	0.00145522671921402	0.00321403137433692	0.00341771538871324
mrentabilidad_rank_delta2	0.00143083422477514	0.00198910483517435	0.00309254813513121
chomebanking_transacciones_max3	0.00142720866177504	0.00156125703641641	0.00266360409849109
mrentabilidad_rank_delta3	0.00142610604033047	0.00262046453050433	0.00326550944022803
mpasivos_margen_rank_delta3	0.00142265165142968	0.00310780336530184	0.0031963249181893
Visa_mpagominimo_rank	0.00142068349872611	0.00105489632046425	0.00197867733030766
antiguedad_relativa_delta2	0.00141904303283042	0.00163356008787976	0.00324475408361641
mcomisiones_mantenimiento_rank_delta3	0.00141828047389109	0.00294000245615273	0.00201326959132703
Visa_fechaalta_lag3	0.00141658338687141	0.00166455252533733	0.00289883147342277
mrentabilidad_annual_rank	0.00140804543012057	0.00160851051073315	0.00173653150317211
mttarjeta_visa_debitos_automaticos_rank_lag3	0.00140732537687427	0.00272597311645725	0.00275354397714143
mautoservicio_rank	0.00140364357549804	0.0040404048363508	0.00255290886322912
vmr_msaldopesos2_ratioavg3	0.00139707175100495	0.00195347573570201	0.0029680159954615
ctarjeta_debito_transacciones_ratioavg3	0.0013968045610742	0.00404218709310709	0.00314789575276219
ccomisiones_mantenimiento_delta1	0.00138968760282174	0.00217101818049184	0.000560394628513709
ctrx_quarter_normalizado_tend3	0.00138012839596214	0.0027092835975067	0.00265668564628721
mpayroll_rank_delta3	0.00137820165877899	0.00408928740335208	0.00175728685978373
mrentabilidad_annual_rank_min3	0.00137572752209145	0.00135629544603215	0.00222082315744322
mpasivos_margen_rank_lag1	0.00137175536817587	0.00116106472639059	0.00264284874187947
mactivos_margen_rank_lag3	0.00137158330933243	0.00306909223682929	0.00263593028967559
chomebanking_transacciones_lag2	0.00136624428355924	0.00131857304529139	0.00320324337039318
mcomisiones_rank_delta2	0.00136130039301232	0.00142535829328187	0.00284348385579178
antiguedad_relativa_max3	0.00135866939846284	0.00277069059935364	0.00307179277851959
mcomisiones_otras_rank_lag1	0.00135438018474483	0.00192739574991571	0.00273278862052982
ccomisiones_otras_avg3	0.00135371510410171	0.00214359615200764	0.00307871123072346
vm_Fvencimiento_lag3	0.00135334709972021	0.0023582601380589	0.00274662552493756
mpasivos_margen_rank_delta1	0.00135232636440134	0.00153591852273569	0.002940342186646
vm_fechaalta_lag1	0.00134924450165315	0.000750210947133832	0.00193024816488055
Visa_mfinanciacion_limite_rank_delta3	0.00134438057422022	0.00434492519573326	0.00330702015345127
Master_Fvencimiento	0.00133731560712841	0.00274082672995817	0.0029680159954615
Visa_mpagospesos_rank_delta3	0.00133616561707361	0.00250701133947835	0.0027881362381608
mcomisiones_otras_rank_lag2	0.00133374794725028	0.000923759164158961	0.002123964826589
Visa_mlimitecompra_rank_delta2	0.00133211573913899	0.00132471617440594	0.00334853086667451
mactivos_margen_rank_delta1	0.0013284487458682	0.00181683298541374	0.00285732076019953
Visa_mfinanciacion_limite_rank_delta2	0.00132621150068706	0.00119653435364813	0.00320324337039318
Master_mlimitecompra_rank_delta3	0.00132384442210468	0.00168739030245333	0.00307179277851959
chomebanking_transacciones_delta3	0.0013230621280619	0.00167912091644446	0.00291266837783051
Visa_mlimitecompra_rank_delta3	0.00129542435431072	0.00174682091001963	0.00334853086667451
Master_mfinanciacion_limite_rank_delta2	0.00129464524443936	0.00153950243231432	0.00332085705785902
mrentabilidad_rank	0.00129356978069665	0.00221873833948598	0.00249756124559814
mfinanciamiento_corto_rank	0.00129181486666276	0.001703991507401	0.00233843684490906
mrentabilidad_annual_rank_avg3	0.00128234934548498	0.00131511913062354	0.00175728685978373
mcomisiones_rank_lag1	0.00128072310719461	0.00222068891164828	0.0024560505323749
Visa_mfinanciacion_limite_rank_lag3	0.00127561808046014	0.00146443222841242	0.00273278862052982
chomebanking_transacciones_avg3	0.00127477100479738	0.00123368530737295	0.00259441957645236
mcomisiones_rank_min3	0.00126726284057862	0.00174583442256295	0.00265668564628721
vm_mlimitecompra_rank_delta3	0.00126439914497204	0.00136850353045096	0.00307871123072346
ccallcenter_transacciones_ratioavg3	0.0012624314505307	0.00117863992041803	0.00101009402176545
ccaja_seguridad_avg3	0.00126037481973792	0.00133882642925383	0.00030441189697041
Visa_fechaalta_lag1	0.00125285516840102	0.00102862803365981	0.00221390470523934
mrentabilidad_rank_lag3	0.00124812570756566	0.00214209770273456	0.00293342373444213
mdescubierto_rank_lag1	0.00124803545216134	0.00138798295831876	0.00222774160964709
mcomisiones_mantenimiento_rank_avg3	0.00124492353096761	0.00181577917179465	0.00150130412824043
Master_status_max3	0.00124439994739982	0.000637345769368653	0.000200635113912316
ctrx_quarter_lag3	0.00121717902783843	0.00110951458128377	0.00249756124559814
mcomisiones_otras_rank_max3	0.00121710011702629	0.00229959104716492	0.00240762136694779
Master_Fvencimiento_avg3	0.00121662136209568	0.0019110685659863	0.00267744100289883
ctrx_quarter_normalizado_delta1	0.00121454004305551	0.00123220324748091	0.00242837672355941
tcallcenter_ratioavg3	0.00120888544711279	0.00123403915293053	0.0011000339004158
Visa_mpagospesos_rank_lag3	0.00120302890231052	0.00143457726116277	0.00260133802865623
Master_Fvencimiento_lag1	0.00120282636064228	0.00189332670728187	0.00262209338526785
mrentabilidad_rank_min3	0.00119174648812653	0.00205406768420647	0.00230384458388969
mpasivos_margen_rank_lag2	0.0011915110697126	0.00109292056879828	0.00247680588898652
Master_mlimitecompra_rank	0.00118884234028327	0.00142288921534167	0.00255982731543299
mrentabilidad_rank_lag2	0.00118499619356291	0.000845293410651192	0.00246988743678264
ccallcenter_transacciones_delta3	0.00118028529787563	0.00139683287035321	0.000615742246144693
mcuenta_corriente_rank_min3	0.00117822209808275	0.00145242895230202	0.00249756124559814
Visa_mlimitecompra_rank_lag2	0.00117761341916185	0.00137339422787186	0.00244913208017102
mactivos_margen_rank_max3	0.0011738919891726	0.00203918653890359	0.00221390470523934
ccomisiones_mantenimiento_avg3	0.00116433270057019	0.00436020564059655	0.00101701247396932
Visa_mfinanciacion_limite_rank_delta1	0.00116293504022073	0.00135164050808889	0.00287807611681115
mcomisiones_otras_rank_delta3	0.00116169800331615	0.00106137065656689	0.00229000767948195
mcaja_ahorro_rank_lag3	0.00116127953455538	0.00180339033254753	0.00303720051750023
mpasivos_margen_rank_avg3	0.00116065810653068	0.00129501401750038	0.0018679820950457
mcuentas_saldo_rank_max3	0.0011584454189427	0.00105224124073563	0.00188181899945344
cliente_edad_lag1	0.00115552303080831	0.00233727147222474	0.00235919220152068
mpagomiscuentas_rank	0.00114019938612792	0.00593671877362311	0.00188873745165732
mvolumen_total_rank_delta1	0.00113982109619387	0.00136155065979469	0.00251139815000588
mcaja_ahorro_rank_avg3	0.00113956448973992	0.00155934472579474	0.00253907195882137
mcomisiones_otras_rank_min3	0.00113928750431718	0.000963932425866024	0.00215855708760836
mcomisiones_otras_rank_delta1	0.0011345463185208	0.00289178047553477	0.00244221362796715
Visa_mfinanciacion_limite_rank_lag2	0.00113166970028644	0.00144965720140404	0.00244913208017102
mcuentas_saldo_rank_lag1	0.00112812655992361	0.00113646402962975	0.00236611065372455
Visa_Fvencimiento	0.00112490752372399	0.000952623811902405	0.00228308922727807
Master_mfinanciacion_limite_rank_lag3	0.0011218767130732	0.00114055441824623	0.00242145827135553
mrentabilidad_annual_rank_max3	0.00112126006424743	0.00155458443596687	0.00216547553981223
Master_mfinanciacion_limite_rank_delta1	0.00112030264091011	0.0012255798741291	0.002940342186646
vm_Fvencimiento	0.00111059824913256	0.00162391110508766	0.00219314934862773
cproductos_delta3	0.00110931479268823	0.00222898801077961	0.00065725295936793
mvolumen_total_rank_lag3	0.0011060340859285	0.00111722460597136	0.0018403082862302
mdescubierto_rank_lag3	0.00110397728236258	0.00158343116150946	0.00206861720895801
ccomisiones_mantenimiento_tend3	0.00110027595397748	0.000496825515553614	0.000172961305096824
mfinanciamiento_corto_rank_delta3	0.00109982449828107	0.00254974629681487	0.00132834282314361
mcomisiones_rank_lag2	0.00109144965820279	0.000970888126343472	0.00207553566116188
mpayroll_rank_max3	0.00108606111324917	0.0040274207913807	0.00237994755813229
vmr_msaldopesos2_max3	0.00108296637570453	0.00191579849419102	0.00233151839270518
mrentabilidad_rank_tend3	0.00108253324836132	0.00194432662903165	0.00225541541846258
mcomisiones_rank_max3	0.0010780809063978	0.00151260916770982	0.00188873745165732
Visa_Fvencimiento_lag2	0.00107804308576943	0.00129457056093855	0.00214472018320061
antiguedad_relativa_delta1	0.00107633703076253	0.00100411128826085	0.00251139815000588
mrentabilidad_rank_ratioavg3	0.00107405371293081	0.00119935167645814	0.00254599041102525
vm_fultimo_cierre_ratioavg3	0.00107232241004738	0.00109632360563938	0.00243529517576328
mcuenta_corriente_rank_max3	0.00106852771221777	0.00256014571281298	0.00110695235261967
thomebanking_max3	0.00106429836656378	0.000324477437484779	0.000470454749863361
msaldo_total_rank_delta3	0.00105944397441176	0.000674624772502185	0.0020962910177735
mcaja_ahorro_rank_delta3	0.00105496841588493	0.00232513637361071	0.00239378446254004
mactivos_margen_rank_avg3	0.00104870030747371	0.00215312245026036	0.00197175887810379
Master_mlimitecompra_rank_lag1	0.00104856645447778	0.000903702040086764	0.00226925232287033
Visa_mlimitecompra_rank_delta1	0.0010478658383649	0.00127521328701864	0.00265668564628721
mpasivos_margen_rank_lag3	0.00104570119293417	0.00159281355156391	0.0027120332639182
prestamos_caja_ahorro	0.00103757757131259	0.0025887835032246	0.00105852318719256
Master_mlimitecompra_rank_delta1	0.00103607861307501	0.00125144184577479	0.00267052255069496
ctrx_quarter_normalizado_lag3	0.001029221596819	0.00141079084544847	0.00214472018320061
Visa_mpagominimo_rank_delta2	0.00102891127498074	0.00122262831167654	0.00241453981915166
part_dolares_total_max3	0.00102791140974152	0.00457691712018576	0.00240070291474391
vm_fechaalta	0.00102562318395262	0.00133499202154555	0.00230384458388969
Visa_msaldototal_rank_delta3	0.00102545654570732	0.00125708698531505	0.00222082315744322
vm_cconsumos_ratioavg3	0.0010235232457859	0.0013692564397505	0.00237302910592842
Visa_msaldopesos_rank	0.00102200770693556	0.0015095189440191	0.0020962910177735
mcaja_ahorro_total_rank_delta3	0.00101910372624565	0.00149829369187128	0.00230384458388969
mdescubierto_rank_lag2	0.00101900105234069	0.00124215213236421	0.00185414519063795
Visa_cconsumos_avg3	0.00101440781948959	0.00116113388014584	0.0018679820950457
Visa_mconsumospesos_rank_delta3	0.00101240820256929	0.00202579075495079	0.00249064279339426
vmr_mpagospesos_ratioavg3	0.00101233649737455	0.000971254411323354	0.00239378446254004
ctarjeta_visa_transacciones_min3	0.0010050581963587	0.00157094003601736	0.00197867733030766
mrentabilidad_rank_lag1	0.00100367384489994	0.0010001168777463	0.00234535529711293
ccomisiones_otras_ratioavg3	0.000993278825441458	0.00145373680132724	0.00221390470523934
mautoservicio_rank_max3	0.000993033732065857	0.00308340034334183	0.0024560505323749
Visa_cconsumos_ratioavg3	0.000989955299182025	0.00259407615316326	0.00275354397714143
msaldo_total_rank_delta2	0.000989729244276283	0.00105940864721062	0.00224849696625871
vmr_mpagominimo_delta3	0.000982654455058396	0.00303555856099125	0.00177804221639535
mcomisiones_rank_ratioavg3	0.000982514853924893	0.00103221854615454	0.00216547553981223
mcuentas_saldo_rank_avg3	0.000973724428087121	0.002241545578115	0.00202710649573477
Master_mlimitecompra_rank_lag2	0.000972585314386046	0.000869719424908344	0.00214472018320061
financiamiento_corto_saldo_total	0.000969953916318223	0.00154431430742424	0.00193716661708443
mcuenta_debitos_automaticos_rank_ratioavg3	0.00096411687238628	0.0016226014874242	0.00181263447741471
ctarjeta_visa_debitos_automaticos_ratioavg3	0.000962316077944046	0.00124257855104432	0.00195100352149217
vmr_msaldopesos2_delta3	0.000961052901749634	0.0015706390137886	0.00221390470523934
Visa_Fvencimiento_lag1	0.000959027330671734	0.00159281160606185	0.00195792197369605
mcuentas_saldo_rank_lag3	0.000956641566085752	0.00119009261944375	0.00229692613168582
mprestamos_rank_lag2	0.000949754920757948	0.00166652508756844	0.000380514871213012
Visa_mpagominimo_rank_lag2	0.000947737830550266	0.000875528929895874	0.00187490054724957
mrentabilidad_rank_max3	0.000946872800526438	0.00137608397291002	0.00188181899945344
cmobile_app_trx_max3	0.000946074210750958	0.00387009676458469	0.00170193924215275
Visa_mpagospesos_rank_delta1	0.000945732194875795	0.00265723911801129	0.00231768148829744
mcuentas_saldo_rank_lag2	0.000942624374330603	0.000964236985371266	0.00214472018320061
mcomisiones_rank_delta1	0.000940260046790625	0.00153090844223347	0.00208937256556963
Visa_mpagominimo_rank_lag3	0.000939163803878587	0.00144748319127719	0.00199943268691928
Visa_mpagospesos_rank_delta2	0.000933345484405119	0.0011214793010805	0.00223466006185096
mcomisiones_otras_rank_ratioavg3	0.00092967828274205	0.00108535987613292	0.00213780173099674
vm_fechaalta_ratioavg3	0.000926254687931898	0.000809814527520188	0.00195792197369605
vmr_msaldopesos2	0.0009196632243699	0.00122092511304966	0.00210320946997738
Visa_mpagominimo_rank_lag1	0.000917019271008867	0.00107416710797414	0.00190949280826893
mcuenta_corriente_rank_delta3	0.000912839122710449	0.000907876969611199	0.00173653150317211
vm_mpagominimo_rank_lag3	0.000911720745886977	0.00133817150251288	0.00160508091129852
cproductos	0.000907948839895145	0.003149969646489	0.00262901183747172
Visa_status	0.000906429718376814	0.000362656205846536	0.000131450591873586
