Feature	Gain	Cover	Frequency
azar_sampling	0.319844665637224	0.0155852926163367	0.00811502478259046
azar_under	0.0982285198090687	0.00789610618958251	0.00376383719606116
ctrx_quarter_normalizado	0.0702345381619509	0.00390201176553683	0.00151032957548951
ctrx_quarter	0.0296454801477904	0.0025821709375782	0.0015043362041582
mcaja_ahorro_rank	0.0216975947234381	0.0021906014124979	0.00305062600763556
mtarjeta_visa_consumo_rank	0.0125038821111344	0.00170957533876636	0.00178003128539835
mpayroll_sobre_edad_rank	0.00960919554833544	0.00455579911140352	0.0016601638587722
mcuentas_saldo_rank	0.00946897039956609	0.00270195642176542	0.00286483149636502
cpayroll_trx	0.00838578996315261	0.00316319386385764	0.00116870740960498
rf_013_023	0.00679734544889534	0.000181066065036951	5.39403419817682e-05
ctarjeta_visa_transacciones	0.00554141821369512	0.000824256102668044	0.00104284661164752
ctrx_quarter_normalizado_min6	0.00529184464138128	0.00069899166446563	0.000707217817094294
ctarjeta_visa_transacciones_ratioavg6	0.00453270773434613	0.00358205062671319	0.00355406919946539
vm_status06_ratioavg6	0.00437365382318765	0.00083461054675856	0.000167814397276612
mprestamos_personales_rank_ratioavg6	0.00399298961926735	0.00476929111403621	0.00176205117140443
mprestamos_personales_rank_ratiomax6	0.00395440486574644	0.00324747871982341	0.00161221688812174
ccomisiones_mantenimiento_ratioavg6	0.00394059534195751	0.00237711881530009	0.00184595837004273
mpasivos_margen_rank	0.00346086419349074	0.000972878633914593	0.0023733750471978
rf_006_043	0.00336232556392347	0.000142914765602842	7.19204559756909e-05
foto_mes	0.0032176800992886	0.00225196777479662	0.00392565822200646
ctrx_quarter_normalizado_ratioavg6	0.00308040196603902	0.00160045217097835	0.00231344133388472
rf_009_043	0.00275882629524823	0.000113523194020046	0.000179801139939227
ctrx_quarter_ratioavg6	0.00273943207076114	0.00130584403267083	0.00230744796255342
Visa_Finiciomora	0.00272977338823789	0.00408214138308908	0.000857052100376983
cproductos_ratioavg6	0.0025964080348995	0.00167580433094319	0.000899005699696136
ctarjeta_visa_transacciones_ratiomax6	0.00253645862836281	0.00246796741846243	0.00317648680559301
mcuenta_corriente_rank	0.00251812833082355	0.00167567229838532	0.00230744796255342
ctrx_quarter_ratiomax6	0.00247412395805135	0.00114149911819948	0.00272099058441364
mpayroll_rank_ratiomax6	0.0024592449302977	0.00224107670786679	0.00108480021096667
ccomisiones_mantenimiento_tend6	0.00237751753156317	0.00357813712304399	0.0011087736962919
cdescubierto_preacordado_delta3	0.00225574029430571	0.00149899135169327	0.000401555879197607
vm_mpagospesos_rank	0.00219885870159119	0.000846202834265277	0.000827085243720445
cdescubierto_preacordado_delta2	0.00207297248095152	0.00108186665315193	0.000317648680559301
mcuentas_saldo_rank_ratioavg6	0.00203516734678375	0.00213719360131227	0.00362598965544108
mpayroll_rank	0.00203311597135518	0.00240424524340746	0.00107880683963536
mcuentas_saldo_rank_tend6	0.00198748335429206	0.00128848666969196	0.00267304361376318
mcaja_ahorro_rank_min6	0.00197932468580547	0.000839861666711611	0.00236738167586649
cdescubierto_preacordado_tend6	0.00195800610648421	0.00111833299475129	0.000353608908547147
vm_status06_delta2	0.00193530902020978	0.000341788973911102	0.000119867426626151
cpayroll_trx_avg6	0.00180054960528111	0.00160729055322704	0.00061731724712468
mprestamos_personales_rank	0.00175020955444563	0.00457523160339463	0.00136648866353813
ctrx_quarter_normalizado_ratiomax6	0.0016961434700843	0.000948458476107189	0.00222953413524642
vm_mpagominimo_rank	0.00161573568136515	0.00178825397379512	0.00166615723010351
rf_010_042	0.00159936313443026	0.000194089143122177	0.000311655309227994
mcuentas_saldo_rank_ratiomax6	0.00153500436852475	0.00124630859108551	0.00347615537215839
ctarjeta_visa_ratioavg6	0.00151824376468255	0.000320418334395378	5.99337133130757e-05
mprestamos_personales_rank_min6	0.00151541583393141	0.000428607132027215	0.000407549250528915
mcomisiones_otras_rank_min6	0.00144442795786572	0.00156156287003268	0.00206771310930111
ctarjeta_visa_transacciones_delta3	0.00135621155074229	0.000674897097357384	0.000683244331769063
mactivos_margen_rank	0.00135350474819747	0.00167498335848596	0.00278691766905802
mcuentas_saldo_rank_delta3	0.00133856668772434	0.0025079540987565	0.00322443377624347
ccaja_ahorro	0.00133634952808323	0.00432690524511964	0.00111476706762321
vm_Finiciomora	0.00130661953026562	0.0018810662634035	0.000509436563161144
mtarjeta_visa_consumo_rank_ratioavg6	0.00130006689439957	0.0011222394110643	0.00160622351679043
mcuenta_corriente_rank_delta3	0.00127532108263496	0.00152417248382194	0.00167814397276612
mcaja_ahorro_rank_lag1	0.00127267771248314	0.000511140555645068	0.00119268089493021
mcuentas_saldo_rank_min6	0.00126089024655892	0.0029963825494344	0.00206771310930111
mprestamos_personales_rank_delta1	0.00122303746543199	0.0032502101013595	0.00112076043895452
mprestamos_personales_rank_delta2	0.00117055142572581	0.00370512537734437	0.0011866875235989
mcaja_ahorro_rank_ratiomax6	0.00116665014725353	0.000978996305356884	0.00256516292979964
mcaja_ahorro_rank_ratioavg6	0.00114940549958514	0.00101396507637507	0.00294274532367202
mcuentas_saldo_rank_delta2	0.0011486734028313	0.0013801048008813	0.00288880498169025
mrentabilidad_annual_rank_lag2	0.00114269088410595	0.0011629844995679	0.00237936841852911
ctrx_quarter_min6	0.00113099802977111	0.000462818655695929	0.00081509850105783
Visa_mpagominimo_rank	0.00113096617030964	0.00200566699513848	0.00191188545468712
mrentabilidad_annual_rank_lag3	0.00111272254642906	0.00175821788048491	0.00296671880899725
vm_status06_delta3	0.00110169735707415	9.19274698475948e-05	2.99668566565379e-05
mcomisiones_otras_rank_lag3	0.00108388943273741	0.000869894582931123	0.00191188545468712
mactivos_margen_rank_ratioavg6	0.00107194239749198	0.00165129613106458	0.00353608908547147
mactivos_margen_rank_delta3	0.00104028947209754	0.00383424405425479	0.00378781068138639
ccaja_ahorro_ratioavg6	0.00103235272499788	0.00186857803631854	0.000341622165884532
mcuenta_corriente_rank_ratioavg6	0.00102298150991887	0.00117507736215404	0.00351211560014624
rf_018_040	0.0010184053688326	0.00105415154679604	0.000293675195234071
mcomisiones_mantenimiento_rank_tend6	0.00100144138735289	0.00127304307617635	0.00135450192087551
cdescubierto_preacordado_ratioavg6	0.000976295096141003	0.000531555929523462	0.000239734853252303
mcuentas_saldo_rank_lag1	0.000974833617182955	0.00116959425348177	0.00145039586217643
numero_de_cliente	0.000941537311895386	0.00170193651295422	0.00318847354825563
vm_fechaalta_tend6	0.000927651558149233	0.000342766845770742	0.000797118387063907
mrentabilidad_rank_delta2	0.000923700595687669	0.00125646074003531	0.00289479835302156
mcomisiones_rank_lag3	0.000923072572263688	0.000719503756316771	0.00170811082942266
ccaja_seguridad	0.000911789922497824	0.0025796559647973	0.000551390162480297
mactivos_margen_rank_min6	0.000910766446510452	0.00166138919834687	0.00215162030793942
vm_msaldopesos_rank	0.000909271144051162	0.000641687151532785	0.000743178045082139
mactivos_margen_rank_ratiomax6	0.000907716574742193	0.00213103713270466	0.00289479835302156
mrentabilidad_annual_rank_ratioavg6	0.000901785607776575	0.00293271603456463	0.00337426805952616
mcuenta_corriente_rank_min6	0.000900120309924275	0.00119296646014037	0.00258314304379356
ccallcenter_transacciones_ratioavg6	0.00088853749938512	0.00157495595698901	0.00113274718161713
cprestamos_personales_ratioavg6	0.000886230862575854	0.0020338491949256	0.000629303989787295
cprestamos_personales_delta3	0.000882404068919565	0.000590109894473153	0.000251721595914918
mcomisiones_rank_min6	0.000881599314385848	0.00157893715712934	0.00194784568267496
mactivos_margen_rank_delta2	0.000863876088012402	0.00158880165717471	0.00309857297828602
mpasivos_margen_rank_max6	0.000858769871996032	0.000967004193204776	0.00161221688812174
mrentabilidad_annual_rank_delta3	0.000857956926682619	0.000974840059738399	0.00285883812503371
cpayroll_trx_lag3	0.000844629334358704	0.000553510848239045	0.000209767996595765
mpasivos_margen_rank_lag1	0.000844361449457328	0.000777508817749623	0.00191188545468712
chomebanking_transacciones_max6	0.000842548686620039	0.00156232689924885	0.00238536178986041
mautoservicio_rank	0.000835028131657822	0.000699137016365291	0.000701224445762986
mrentabilidad_rank_ratiomax6	0.000832823271195294	0.00125148889857463	0.00272099058441364
vm_status02	0.000822733937246903	0.000156920542281661	9.58939413009212e-05
mrentabilidad_annual_rank_delta1	0.000819760324857183	0.000982135515363024	0.00293675195234071
mpayroll_rank_ratioavg6	0.00081872482886105	0.00257702747212166	0.00149234946149559
cproductos	0.000809381682388491	0.00106468659627344	0.000922979185021366
cliente_edad_lag3	0.000789409091396508	0.00185978164972835	0.00286483149636502
mcuenta_corriente_rank_tend6	0.000789305188353111	0.00232132354264696	0.00244529550317349
mrentabilidad_annual_rank_tend6	0.000786264556492376	0.00183230897983225	0.00278691766905802
cproductos_delta2	0.000785151345910612	0.00043476036244622	0.000281688452571456
mcomisiones_mantenimiento_rank_avg6	0.000778891918409745	0.00112586324959844	0.00135450192087551
mrentabilidad_annual_rank_delta2	0.000772568920862466	0.000921396506282356	0.00270301047041972
chomebanking_transacciones_ratioavg6	0.000767721041576878	0.000762965501763019	0.00261910327178141
mrentabilidad_rank_max6	0.000762420158785827	0.00213468987054462	0.00215761367927073
cmobile_app_trx_ratiomax6	0.000755503631923097	0.00184018071083208	0.00228347447722819
cmobile_app_trx_ratioavg6	0.000751735924576152	0.00140978933688565	0.00272099058441364
cdescubierto_preacordado	0.000746523226940039	0.000944439211976322	0.000347615537215839
rf_004_029	0.000743165583351194	0.000298502946019888	0.000233741481920995
mrentabilidad_rank_delta3	0.000742288825622077	0.00104638074952393	0.00255317618713703
mcuentas_saldo_rank_delta1	0.000737848616196344	0.00188219559695261	0.00236138830453518
mrentabilidad_annual_rank_lag1	0.000730328565425015	0.00077781216881386	0.00209168659462634
cpayroll_trx_min6	0.000724403455752448	0.00153652721199947	0.000299668566565379
vm_status06_tend6	0.000724227435247325	0.000187828624794049	5.99337133130757e-05
Visa_mlimitecompra_rank_delta2	0.000721097756020256	0.00256751153558514	0.00279890441172064
mactivos_margen_rank_delta1	0.000720184432440788	0.0010910695851563	0.00256516292979964
vm_status01	0.000719780669728568	0.000880249760196417	0.000209767996595765
ctrx_quarter_normalizado_delta1	0.000715019210861406	0.000777301573679152	0.00128857483623113
mactivos_margen_rank_avg6	0.000712031739274059	0.00251768198390164	0.00227148773456557
mactivos_margen_rank_tend6	0.000705594094938095	0.00180673193332368	0.0024512888745048
mpasivos_margen_rank_delta1	0.000696062802804433	0.0013405056645551	0.00259512978645618
